id,sex,bw_6,bw_12,bw_18,bw_24,dead,age(days),target
UM33509,1,31,33,36.1,0,1,1033,493
UM33516,1,33,38.8,42.1,41.8,1,904,364
UM33523,1,32,38.1,41.5,39.3,1,967,427
UM33628,1,34,38.2,48.4,47.2,1,1083,543
UM33635,1,33,38.2,43.4,45.3,1,880,340
UM33642,1,34,34.3,37.4,38.7,1,880,340
UM33719,1,32,36.3,36.6,38.1,1,1029,489
UM33726,1,37,40.3,45,43,1,962,422
UM33733,1,38,44.7,46.3,47.8,1,1053,513
UM33915,1,35,45,48.1,39.5,1,927,387
UM33922,1,32,36.1,40.1,35.5,1,847,307
UM33929,1,38,47,47.2,0,1,587,47
UM34258,1,39,47.7,43.7,0,1,659,119
UM34265,1,38,45.6,0,0,1,458,-82
UM34272,1,33,37.2,35.5,30.7,1,810,270
UM34461,1,31,39.2,41,40.5,1,850,310
UM34468,1,35,39.9,45.7,46.9,1,938,398
UM34475,1,41,44.5,39.6,33,1,853,313
UM34510,1,29,0,0,0,0,233,-307
UM34517,1,30,0,0,0,0,233,-307
UM34524,1,26,0,0,0,0,233,-307
UM34650,1,39,47.9,0,0,1,446,-94
UM34657,1,27,32.4,33.4,33.6,1,1228,688
UM34664,1,36,34.8,38.6,41.7,1,938,398
UM34839,1,31,35.2,37.6,36,1,1117,577
UM34846,1,42,45.5,0,0,1,471,-69
UM34853,1,28,36,36.6,33.7,1,930,390
UM35014,1,34,44.3,41.8,0,0,584,44
UM35021,1,38,43.6,41.3,0,0,584,44
UM35028,1,41,48.5,0,0,1,551,11
UM35133,1,29,33.8,33.7,38.2,1,1034,494
UM35140,1,30,37,34.1,33.7,1,1103,563
UM35147,1,29,43,43.3,42.3,1,1198,658
UM35196,1,30,0,0,0,0,355,-185
UM35203,1,29,0,0,0,0,355,-185
UM35210,1,34,0,0,0,0,355,-185
UM35357,1,34,39.2,40.4,38.3,1,1177,637
UM35364,1,37,45.3,43.1,43.5,1,898,358
UM35371,1,33,45.1,46.5,45.8,1,1127,587
UM35476,1,32,36,37.7,41,1,1006,466
UM35483,1,32,35.9,33.4,36.1,1,948,408
UM35490,1,32,36.6,35.9,36.2,1,1121,581
UM35546,1,37,44.7,42.5,41.3,1,936,396
UM35553,1,42,49.5,42.8,0,1,554,14
UM35616,1,38,47.2,45.5,42.1,1,807,267
UM35623,1,42,49.5,49.8,34.2,1,829,289
UM35630,1,36,46.1,48.2,46.1,1,823,283
UM35805,1,36,42.5,47.5,45.5,1,1182,642
UM35812,1,43,51.7,53.2,50.7,1,868,328
UM35819,1,41,52.1,54.8,55.6,1,907,367
UM35854,1,29,39.7,43.2,37.5,1,810,270
UM35861,1,26,34.7,34.7,33.3,1,1199,659
UM35868,1,33,48.1,49.1,46,1,946,406
UM36022,1,33,44.8,47.6,47.5,1,921,381
UM36029,1,33,39.3,42.5,42,1,917,377
UM36036,1,29,34.9,35.8,28,1,936,396
UM36092,1,27,30.2,34.5,30.2,1,1024,484
UM36099,1,32,30.8,29.2,21.9,1,750,210
UM36106,1,32,43,40,34.4,1,921,381
UM36519,1,38,46.9,47.1,48.8,1,1180,640
UM36526,1,29,41.3,43.3,41.2,1,804,264
UM36533,1,41,49.3,50,52.7,1,1054,514
UM36540,1,31,42.4,42.8,38.7,1,997,457
UM36547,1,36,43,43.3,41.1,1,1033,493
UM36554,1,33,39.8,41,39.8,1,754,214
UM36610,1,31,38.2,34,35.8,1,897,357
UM36617,1,35,36.3,30.6,26.2,1,845,305
UM36659,1,45,58.2,48.6,0,1,712,172
UM36666,1,33,0,0,0,1,183,-357
UM36673,1,33,42.4,39.5,35.8,1,896,356
UM36827,1,34,33.6,36.9,34.1,1,1066,526
UM36841,1,33,43.1,43.7,0,1,712,172
UM37072,1,43,49.2,50.6,31.6,1,747,207
UM37079,1,34,41.6,39.7,36.5,1,1156,616
UM37086,1,34,45.5,0,0,1,537,-3
UM37247,1,31,39.4,35.7,36.2,1,1251,711
UM37254,1,34,39.2,38.8,30.9,1,888,348
UM37261,1,38,33.9,38.9,0,1,615,75
UM37289,1,31,39.3,43.7,0,1,708,168
UM37296,1,34,42.3,42.1,31.1,1,891,351
UM37303,1,37,45.8,45,36.4,1,869,329
UM37646,1,35,41.3,40.9,22.1,1,741,201
UM37653,1,41,47.1,0,0,1,516,-24
UM37660,1,39,49.1,49.9,46,1,798,258
UM37919,1,31,32.4,34.9,32.3,1,804,264
UM37926,1,27,31.5,31,30.1,1,989,449
UM37933,1,28,38,41.6,0,1,628,88
UM37940,1,38,43.9,44.5,0,1,714,174
UM37947,1,39,34.5,0,0,1,376,-164
UM37954,1,32,39.7,38.8,33.7,1,983,443
UM38066,1,35,39.8,42,40.4,1,1043,503
UM38073,1,37,38.6,32.9,24,1,743,203
UM38080,1,43,0,0,0,1,326,-214
UM38108,1,45,49,0,0,1,528,-12
UM38115,1,30,35.2,37.6,35.3,1,880,340
UM38122,1,31,36.5,33.7,0,1,671,131
UM38157,1,38,45.2,37.1,0,1,677,137
UM38164,1,35,43.8,47.1,34.2,1,788,248
UM38171,1,42,46.9,50.1,37,1,760,220
UM38276,1,45,52,49.9,0,1,728,188
UM38283,1,38,43.4,39.3,0,1,552,12
UM38290,1,32,41.2,43.1,39.8,1,954,414
UM38451,1,37,44.5,42.8,41.9,1,1116,576
UM38458,1,30,33.1,31.2,30.9,1,909,369
UM38465,1,37,46.1,42.8,31.8,1,838,298
UM38500,1,35,43.8,45.1,43.8,1,1048,508
UM38507,1,42,47.4,52.5,50.6,1,934,394
UM38514,1,36,44.9,41.1,0,1,688,148
UM38570,1,40,46.4,0,0,1,457,-83
UM38577,1,45,0,0,0,1,281,-259
UM38584,1,37,45.3,0,0,1,410,-130
UM43456,1,30,33.5,37.5,44.2,1,1154,614
UM43463,1,36,38,43.7,53.8,1,1158,618
UM43470,1,36,38.9,44.9,50.4,1,797,257
UM43680,1,40,43.8,48.2,50.3,1,1119,579
UM43687,1,45,48,0,0,1,344,-196
UM43694,1,28,29.7,34.4,39,1,700,160
UM43778,1,39,42.2,43.1,41.7,1,868,328
UM43785,1,33,35.2,35.3,42.2,1,1268,728
UM43792,1,42,44.4,46.8,48.3,1,1089,549
UM44142,1,39,42.4,40.4,31.7,1,799,259
UM44149,1,33,36,36,42.4,1,940,400
UM44156,1,35,37.9,31.2,33.2,1,641,101
UM44268,1,42,42.7,46.7,51.5,1,893,353
UM44275,1,44,45.9,50.3,54.5,1,925,385
UM44282,1,35,37.6,36,38.5,1,795,255
UM44674,1,43,45.9,48.7,48.7,1,721,181
UM44681,1,33,36.4,36.7,40.5,1,824,284
UM44688,1,43,42.1,42.4,42.7,1,1026,486
UM44723,1,41,42.7,44.9,50.5,0,877,337
UM44730,1,39,42.6,44.2,45.6,1,1109,569
UM44737,1,40,43.7,47.2,44.9,1,643,103
UM44954,1,35,37.5,41.7,40.8,1,827,287
UM44961,1,25,29.5,30.6,31.1,1,1183,643
UM44968,1,36,38.3,43,42.2,1,912,372
UM44975,1,30,34.1,35.3,0,0,391,-149
UM44982,1,30,33.9,31.7,0,0,391,-149
UM44989,1,27,29.4,29.7,0,0,391,-149
UM45129,1,38,42.6,45.4,0,1,511,-29
UM45136,1,38,40,44.3,44.4,1,981,441
UM45143,1,39,40.5,44.8,45.7,1,1049,509
UM45150,1,29,32.3,32,0,0,498,-42
UM45157,1,30,34.2,35.1,0,0,498,-42
UM45164,1,30,31.4,31.2,0,0,498,-42
UM45199,1,29,31,36,37.7,1,1144,604
UM45206,1,28,31.7,33.7,41.2,1,831,291
UM45213,1,24,36,36.3,0,1,365,-175
UM45388,1,35,38.2,0,0,0,327,-213
UM45395,1,43,45,0,0,0,327,-213
UM45402,1,35,39.9,0,0,0,327,-213
UM45409,1,32,34.2,34.4,34.9,1,641,101
UM45416,1,40,43.4,43.9,47.9,1,1049,509
UM45423,1,35,37.6,32.8,38.2,1,832,292
UM45745,1,45,48,52.5,0,1,427,-113
UM45752,1,41,43.6,47.4,46.1,1,632,92
UM45759,1,39,41,45.3,44.2,1,885,345
UM45927,1,30,32.3,0,0,0,340,-200
UM45934,1,39,41.5,0,0,0,340,-200
UM45941,1,25,27.4,0,0,0,340,-200
UM46046,1,40,43.2,47.6,0,0,497,-43
UM46053,1,40,42.3,41,0,0,497,-43
UM46060,1,33,34.7,34.6,0,0,497,-43
UM46067,1,35,38.5,41,32.7,1,660,120
UM46074,1,40,42.1,48.1,46.2,1,935,395
UM46081,1,40,43.9,43.9,36.4,1,767,227
UM46116,1,43,45.6,44.8,44.4,1,1258,718
UM46123,1,42,44.5,50.3,46.6,1,864,324
UM46130,1,40,43.1,45.5,44.5,1,896,356
UM46312,1,34,37.6,40.8,39.7,1,921,381
UM46319,1,42,44.2,49.4,50.5,1,690,150
UM46326,1,42,46.9,53.7,51.7,1,876,336
UM46333,1,42,45.5,48.6,47.3,1,935,395
UM46340,1,30,33.5,36.5,34.6,1,942,402
UM46347,1,38,40.4,44.9,43.3,1,1166,626
UM46354,1,42,45.7,0,0,1,292,-248
UM46361,1,34,38.9,40.5,36.6,1,1088,548
UM46368,1,40,45.5,48.9,0,1,402,-138
UM46529,1,31,33,36.2,37.8,1,962,422
UM46536,1,35,39.2,40.1,35.2,1,983,443
UM46543,1,32,36,39.4,34.4,1,1202,662
UM46592,1,46,48.7,55.1,54,1,813,273
UM46599,1,36,38.7,41.9,42.6,1,869,329
UM46606,1,39,40,45.4,46.3,1,790,250
UM46641,1,36,39,37.5,40,1,1101,561
UM46648,1,34,36.7,40.8,39.1,1,925,385
UM46851,1,30,31,39.1,35.8,1,1049,509
UM46858,1,34,36.9,40.1,41.2,1,1230,690
UM46865,1,35,37.4,0,0,1,313,-227
UM46949,1,35,38.3,43.4,38.6,0,568,28
UM46956,1,38,41.7,47.2,41.1,0,568,28
UM46963,1,44,46.9,49.9,49.4,0,568,28
UM46998,1,38,40.7,44.7,43.7,1,1068,528
UM47005,1,40,42.9,46.6,44.1,1,743,203
UM47012,1,37,39.8,40.9,39.1,1,897,357
UM47117,1,35,37.6,0,0,0,212,-328
UM47124,1,37,39,0,0,0,212,-328
UM47131,1,29,30.4,0,0,0,212,-328
UM47236,1,30,32.7,33.5,32.4,1,688,148
UM47243,1,29,30.8,40.3,39.5,1,1137,597
UM47250,1,31,33.2,38.4,37.2,1,1079,539
UM47334,1,39,41.8,44.4,41.3,1,653,113
UM47341,1,38,40.6,43.7,36.7,1,1106,566
UM47348,1,29,30.6,35.4,32.8,1,1046,506
UM47460,1,30,31.9,33.5,32.3,1,1234,694
UM47467,1,32,33.3,34.1,33.7,1,958,418
UM47523,1,30,31,31.9,33.2,0,555,15
UM47530,1,35,39.5,37.1,35.7,0,555,15
UM47537,1,32,36.7,35.7,36.2,0,555,15
UM47698,1,29,31.9,32.8,33.5,0,555,15
UM47705,1,35,39.4,47.3,48.8,0,555,15
UM47712,1,27,31.9,33,33.6,0,555,15
UM48048,1,30,32.6,38.9,41.9,1,1009,469
UM48055,1,31,34.4,48.4,50.2,1,573,33
UM48062,1,30,34.5,40.5,41.5,1,1125,585
UT04289,1,41,46.2,48.4,34.2,1,734,194
UT04290,1,41,45.1,46.9,39.7,1,854,314
UT04291,1,48,0,0,0,1,384,-156
UT04292,1,33,47.5,46.4,0,1,721,181
UT04293,1,44,53.6,52.9,0,1,585,45
UT04294,1,41,48,47.4,46.6,1,1125,585
UT04319,1,47,0,0,0,1,224,-316
UT04320,1,44,51.7,53.5,0,1,600,60
UT04321,1,43,52.2,54.9,43,1,732,192
UT04337,1,50,55.1,56.1,39.3,1,446,-94
UT04338,1,42,46.7,46.9,47.1,1,905,365
UT04339,1,41,48.4,50.6,40.2,1,774,234
UT04340,1,35,45.9,47.7,44,1,842,302
UT04341,1,32,44,44.4,40.5,1,794,254
UT04342,1,29,40.2,37.8,27.4,1,739,199
UT04347,1,36,0,0,0,1,326,-214
UT04348,1,45,52.1,52.7,47.8,1,796,256
UT04349,1,44,0,0,0,1,318,-222
UT04373,1,36,41.1,39.1,37.8,1,819,279
UT04374,1,38,45.1,0,0,1,488,-52
UT04375,1,44,0,0,0,1,389,-151
UT04376,1,48,0,0,0,1,271,-269
UT04377,1,44,45.8,46.9,47.8,1,1024,484
UT04378,1,45,0,0,0,1,331,-209
UT04411,1,38,45.1,0,0,1,396,-144
UT04412,1,38,49.5,49.7,32.1,1,952,412
UT04413,1,45,52.1,47.7,47.5,1,896,356
UT04418,1,39,42.7,0,0,1,440,-100
UT04419,1,48,53.1,50.6,0,1,635,95
UT04420,1,44,49.8,49.2,50.7,1,984,444
UT04441,1,52,55.1,56.8,42,1,821,281
UT04442,1,41,46.6,47.9,44.1,1,1090,550
UT04443,1,38,43.2,44.1,44.8,1,1155,615
UT04444,1,30,40,37.4,0,1,613,73
UT04445,1,36,50.9,39.2,41.2,1,1090,550
UT04446,1,27,32.6,31.6,33.3,1,1100,560
UT04467,1,39,44.5,46.8,0,1,554,14
UT04468,1,45,49.5,53.1,0,1,585,45
UT04469,1,42,45.9,48.9,0,1,718,178
UT04500,1,46,57.6,0,0,1,375,-165
UT04501,1,38,45.2,46,0,0,961,421
UT04502,1,31,36.6,37.3,0,0,901,361
UT04533,1,38,51.1,51.6,46.9,1,798,258
UT04534,1,50,58.9,0,0,1,432,-108
UT04535,1,38,45.4,45,30.9,1,1071,531
UT04543,1,36,44.1,44.2,33.4,1,887,347
UT04544,1,45,52.4,56.3,0,1,622,82
UT04545,1,40,47.6,46.1,34.2,1,894,354
UT04567,1,39,46,0,0,1,540,0
UT04568,1,42,48.1,0,0,1,472,-68
UT04569,1,42,46.1,47.2,46.6,1,1013,473
UT04632,1,43,49.1,0,0,1,541,1
UT04633,1,44,47.9,50.3,47.2,1,783,243
UT04634,1,35,43.6,40.4,34.7,1,974,434
UT04638,1,45,47.5,46,49,1,1113,573
UT04639,1,45,49.1,52.3,53.9,1,1134,594
UT04640,1,44,0,0,0,1,345,-195
UT04641,1,46,51.9,49.1,0,1,705,165
UT04642,1,47,53.1,55.1,0,1,656,116
UT04643,1,37,49.9,50.9,36.7,1,809,269
UT04644,1,37,45.2,39.7,0,1,609,69
UT04645,1,50,61.3,0,0,1,482,-58
UT04646,1,56,67.5,64.5,51.1,1,759,219
UT04651,1,44,48.8,0,0,1,465,-75
UT04652,1,49,39.8,40.7,39.4,1,1041,501
UT04653,1,41,40,43.4,0,1,556,16
UT04694,1,42,52.8,54.4,53.4,1,924,384
UT04695,1,35,42.4,46.2,45.7,1,823,283
UT04696,1,46,51.6,0,0,1,428,-112
UT04697,1,34,40.8,35.8,0,1,573,33
UT04698,1,40,52.7,0,0,1,395,-145
UT04699,1,33,44,46,0,1,687,147
UT04716,1,48,51.2,0,0,1,371,-169
UT04717,1,44,48.6,50.1,38.1,1,751,211
UT04718,1,45,53.2,56.6,52.1,1,807,267
UT04749,1,46,50.7,52.8,0,1,662,122
UT04750,1,43,49.7,49.7,43.9,1,735,195
UT04751,1,37,46.6,49,0,1,659,119
UT04752,1,41,45.7,48.9,47.8,1,863,323
UT04753,1,28,34.9,38.3,39.2,1,912,372
UT04754,1,46,52.6,53.1,0,1,649,109
UT04755,1,39,46.5,47.9,46.7,1,808,268
UT04756,1,32,43.5,44.9,45.1,1,919,379
UT04757,1,41,47.6,49,47.4,1,1054,514
UT04769,1,45,56,56.3,0,1,628,88
UT04770,1,44,49.9,0,0,1,459,-81
UT04771,1,46,0,0,0,1,308,-232
UT04783,1,39,42.2,44.3,44,1,953,413
UT04784,1,43,46.4,47.3,0,1,694,154
UT04785,1,45,50.3,53,48.8,1,1006,466
UT04802,1,39,35.3,35.6,0,0,587,47
UT04803,1,43,43.3,40.7,0,0,587,47
UT04804,1,46,48.5,0,0,1,527,-13
UT04838,1,39,45.5,47.5,45.9,1,856,316
UT04839,1,45,49.5,0,0,1,539,-1
UT04840,1,44,47.4,46.8,42.1,1,737,197
UT04844,1,40,45.8,46.4,45.6,1,820,280
UT04845,1,31,39.7,42.3,41.1,1,889,349
UT04846,1,42,50.1,0,0,1,517,-23
UT04936,1,45,49,49,0,1,664,124
UT04937,1,48,54.7,54.1,0,1,595,55
UT04938,1,42,54.1,50.7,0,1,693,153
UT04942,1,45,50.9,51.4,44.5,1,790,250
UT04943,1,36,48.8,51.8,54.6,1,1031,491
UT04944,1,43,46.8,48.3,38.7,1,816,276
UT04949,1,42,48.6,48.6,46.3,1,1011,471
UT04950,1,44,50.7,52.3,46.9,1,881,341
UT04951,1,44,51.2,54.5,58.9,1,895,355
UT04983,1,45,55,48.4,0,1,616,76
UT04984,1,47,53.3,51.7,0,1,712,172
UT04985,1,45,50,51.4,0,1,581,41
UT05001,1,42,48.3,48.5,40.5,1,917,377
UT05002,1,32,41.3,41.9,37.4,1,973,433
UT05003,1,43,47.7,48.4,47.9,1,887,347
UT05018,1,32,38.9,41,40,1,1081,541
UT05019,1,46,53.8,43.3,0,1,673,133
UT05020,1,35,43.6,43.9,45.1,1,1186,646
UT05027,1,45,52.7,49.3,28.5,1,803,263
UT05028,1,33,43,44.9,33.3,1,791,251
UT05029,1,35,42.6,42,0,1,690,150
UT05034,1,48,54.5,56.4,53.1,1,1077,537
UT05035,1,42,52,0,0,1,412,-128
UT05036,1,42,45.3,44.9,41.5,1,765,225
UT05037,1,43,47.3,0,0,1,388,-152
UT05038,1,41,47.6,37,0,1,675,135
UT05039,1,49,50.6,51.5,0,1,569,29
UT05062,1,43,47.3,48.3,46.2,1,857,317
UT05063,1,47,53.7,37.3,0,1,605,65
UT05064,1,41,49.2,0,0,1,463,-77
UT05071,1,45,49.2,46.1,0,1,585,45
UT05072,1,43,0,0,0,1,266,-274
UT05073,1,43,52.5,51.6,41.4,1,789,249
UT05086,1,48,51.6,52.9,32.6,1,746,206
UT05087,1,49,0,0,0,1,325,-215
UT05088,1,53,61.7,55,0,1,629,89
UT05106,1,41,0,0,0,1,335,-205
UT05107,1,41,45,48,43,1,880,340
UT05108,1,42,0,0,0,1,354,-186
UT05109,1,39,37.4,35.7,30.1,1,1014,474
UT05110,1,39,43.7,0,0,1,395,-145
UT05111,1,32,33.8,39.3,31.4,1,879,339
UT05122,1,45,49.3,0,0,1,372,-168
UT05123,1,46,50.4,0,0,1,385,-155
UT05124,1,49,58.9,0,0,1,382,-158
UT05136,1,33,35.7,37.5,35.8,1,928,388
UT05137,1,36,43.9,44.8,42,1,1026,486
UT05138,1,33,39.6,42.2,42.1,1,868,328
UT05170,1,52,59.7,0,0,1,448,-92
UT05171,1,46,48.9,48.8,0,1,630,90
UT05172,1,46,0,0,0,1,214,-326
UT05201,1,40,52.9,0,0,1,421,-119
UT05202,1,35,39.8,42.8,36.7,1,831,291
UT05203,1,42,46.7,46.7,0,1,639,99
UT05229,1,45,48.8,53,51.9,1,972,432
UT05230,1,41,0,0,0,1,299,-241
UT05231,1,44,50.2,0,0,1,492,-48
UT05255,1,46,53.5,54.4,0,1,646,106
UT05256,1,44,49.4,54.6,26.2,1,738,198
UT05257,1,42,45.1,0,0,1,463,-77
UT05271,1,44,52.3,51.6,0,1,550,10
UT05272,1,35,39,43.3,40.4,1,1057,517
UT05273,1,43,46.6,49.5,46.9,1,821,281
UT05278,1,41,47.8,49.7,51.3,1,1013,473
UT05279,1,36,40.8,43.4,29,1,802,262
UT05280,1,42,46.2,46.2,42,1,1063,523
UT05321,1,46,0,0,0,1,334,-206
UT05322,1,47,51.7,52.3,0,1,653,113
UT05323,1,46,51.8,39.3,0,1,603,63
UT05340,1,43,32,31.4,29.9,1,750,210
UT05341,1,43,48.1,43.6,37.9,1,761,221
UT05342,1,43,48,49.1,0,1,674,134
UT05367,1,41,45,47.9,45.3,1,810,270
UT05368,1,47,47.9,48,47.4,1,1129,589
UT05369,1,54,60.3,59.8,0,1,622,82
UT05384,1,34,41.3,43.8,44.8,1,918,378
UT05385,1,35,40,42.5,40.1,1,737,197
UT05386,1,44,46.8,0,0,1,530,-10
UT05405,1,34,41.6,35.1,38.3,1,785,245
UT05406,1,34,37.8,23.8,27.7,1,820,280
UT05407,1,41,43.7,38.3,42.2,1,851,311
UT05412,1,41,37.4,0,0,1,495,-45
UT05413,1,49,53.7,47,0,1,604,64
UT05414,1,40,45.3,0,0,1,404,-136
UT05452,1,50,56.5,0,0,1,542,2
UT05453,1,45,52.3,0,0,1,371,-169
UT05454,1,38,45.2,45.6,43.4,1,969,429
UT05472,1,43,47.4,50.9,0,1,715,175
UT05473,1,43,49.9,55,44.7,1,828,288
UT05474,1,46,0,0,0,1,348,-192
UT05534,1,42,47.1,47.4,42.9,1,840,300
UT05535,1,52,51.5,53.3,0,1,577,37
UT05536,1,44,50.3,52.8,0,1,715,175
UT05540,1,37,39.9,44.1,39.4,1,904,364
UT05541,1,49,52.5,50.6,0,1,716,176
UT05542,1,46,48.1,49.4,44.2,1,826,286
UT05543,1,45,52,0,0,1,447,-93
UT05544,1,43,50.6,50.9,0,1,587,47
UT05545,1,42,47.9,49.5,40.5,1,753,213
UT06223,1,40,43.3,49.7,49.8,1,1160,620
UT06224,1,48,50.5,54.9,52.1,1,714,174
UT06225,1,43,45.4,50.1,49.8,1,870,330
UT06240,1,48,49.8,53.2,53.2,1,623,83
UT06241,1,45,48.5,56.6,49.1,1,551,11
UT06242,1,43,44.9,0,0,1,363,-177
UT06263,1,40,43.5,49.3,48.4,1,968,428
UT06264,1,40,43.8,0,0,1,300,-240
UT06265,1,35,36,44.5,44.9,1,891,351
UT06290,1,41,42.8,42.9,43.1,1,692,152
UT06291,1,40,41.3,47.1,45.5,1,869,329
UT06292,1,41,42.6,46.2,43.2,1,919,379
UT06304,1,42,44,47.5,0,1,421,-119
UT06305,1,40,41.2,47.3,50.6,1,938,398
UT06306,1,35,37.6,46.1,48.1,1,976,436
UT06319,1,40,43.7,48.2,51.4,1,623,83
UT06320,1,40,43.2,48.9,0,1,512,-28
UT06321,1,33,37.9,41.3,0,1,484,-56
UT06332,1,39,40.8,45.9,36.6,1,642,102
UT06333,1,38,40.2,46.6,48.9,1,711,171
UT06334,1,32,35.7,43.3,46.3,1,807,267
UT06356,1,40,42.1,47.4,25.8,1,547,7
UT06357,1,43,45,53.7,50.2,1,655,115
UT06358,1,45,47.3,53.8,54.4,1,623,83
UT06365,1,36,39.4,45.2,39.4,1,833,293
UT06366,1,44,47.7,55.9,55,1,833,293
UT06367,1,36,38,41,41.3,1,946,406
UT06376,1,45,47,49.9,53.3,1,673,133
UT06377,1,44,46.6,0,0,1,336,-204
UT06378,1,30,31.3,31.9,36.8,1,758,218
UT06379,1,42,44.7,45.4,46.6,1,586,46
UT06380,1,46,46.7,52.4,53.2,1,1066,526
UT06381,1,41,43,48.5,50,1,1065,525
UT06464,1,42,45.2,53.6,32,1,585,45
UT06465,1,41,44.6,46.8,46.9,1,828,288
UT06466,1,40,42.7,48,49.1,1,1085,545
UT06471,1,32,36.6,41.7,42.2,1,833,293
UT06472,1,40,41.9,45,46.4,1,990,450
UT06473,1,35,37.9,42,42.9,1,1133,593
UT06502,1,40,41.2,44.1,45.2,1,564,24
UT06503,1,45,47.7,48.1,35.2,1,558,18
UT06504,1,50,51.6,52.7,52.8,1,920,380
UT06512,1,45,49.8,54.7,0,1,539,-1
UT06513,1,36,38.7,46.7,48.2,1,725,185
UT06514,1,40,42.2,52.9,56.8,1,679,139
UT06529,1,44,45.6,49.6,50.7,1,583,43
UT06530,1,36,38.4,46.3,47.3,1,944,404
UT06531,1,46,48.7,53,53.1,1,891,351
UT06536,1,23,33.9,42.3,0,1,424,-116
UT06537,1,40,41.1,47.1,45.5,1,666,126
UT06538,1,40,41.1,45.2,44.4,1,955,415
UT06543,1,32,37.3,47.6,50,1,1071,531
UT06544,1,42,47.8,52.4,53.6,1,1016,476
UT06545,1,40,42.4,45.3,44.9,1,848,308
UT06568,1,40,42.8,0,0,1,341,-199
UT06569,1,42,47,49.9,51.2,1,624,84
UT06570,1,45,47,0,0,1,309,-231
UT06625,1,35,38.9,45.5,46.6,1,1204,664
UT06626,1,38,40.6,47.5,45.8,1,745,205
UT06627,1,36,38.7,33.7,38.1,1,1086,546
UT06635,1,35,49.8,60,0,1,479,-61
UT06636,1,36,39.7,46.7,48.1,1,916,376
UT06637,1,45,47.4,0,0,1,263,-277
UT06638,1,40,44.1,46.4,47,1,624,84
UT06639,1,40,43.1,49,49.7,1,666,126
UT06640,1,40,44.3,50.3,0,1,503,-37
UT06669,1,42,46.9,52.9,52.2,1,1008,468
UT06670,1,40,42.1,44.9,0,1,463,-77
UT06671,1,40,41,47.6,36.6,1,707,167
UT06679,1,39,36.3,42.8,44.5,1,649,109
UT06680,1,48,46.9,53.1,49.1,1,1013,473
UT06681,1,43,39.5,47.1,47.9,1,937,397
UT06693,1,45,41.5,48,50.2,1,731,191
UT06694,1,44,43.6,47.9,47.3,1,871,331
UT06695,1,36,38.3,0,0,1,226,-314
UT06696,1,40,42.8,46.4,47.9,1,902,362
UT06697,1,30,33.2,48.2,49.4,1,889,349
UT06698,1,42,45.4,49,49.4,1,912,372
UT06709,1,35,40.1,41.5,38.9,1,1083,543
UT06710,1,34,36.7,40.3,39.7,1,1084,544
UT06711,1,39,40.5,48.9,49.6,1,660,120
UT06774,1,38,40.2,34.8,37.8,1,803,263
UT06775,1,33,35.2,40.8,44,1,868,328
UT06776,1,34,34.6,34.1,38.6,1,866,326
UT06816,1,37,37,41.3,39.9,1,969,429
UT06817,1,30,31.8,42.9,43.3,1,973,433
UT06818,1,38,35.9,42.7,41.9,1,672,132
UT06847,1,39,40.2,49,50.3,1,1048,508
UT06848,1,34,34.5,38.7,39.8,1,834,294
UT06849,1,39,41.9,46.2,45.5,1,794,254
UT06871,1,46,42.4,49.5,52.1,1,830,290
UT06872,1,48,43.8,51.5,54.4,1,711,171
UT06873,1,45,40.1,49,50.4,1,807,267
UT06884,1,22,30.4,40.1,0,1,494,-46
UT06885,1,35,30.2,38.2,41.1,1,1130,590
UT06886,1,41,39.5,43.4,44.7,1,892,352
UT06897,1,40,35.2,44.2,46.4,1,644,104
UT06898,1,36,33,40.1,40,1,1083,543
UT06899,1,27,42.1,45,0,1,373,-167
UT06900,1,43,41.9,45.4,47.2,1,903,363
UT06901,1,42,45.4,41.6,44.6,1,813,273
UT06902,1,33,35.3,34.7,35.9,1,952,412
